kategori;berita
valid;Pesawat kargo jatuh di Iran Pada awal tahun 2019, tepatnya Senin (14/1/2019), sebuah pesawat militer kargo mengalami kecelakaan di Iran. Penyebab dari jatuhnya pesawat tersebutxkarena cuaca buruk hingga menewaskan 15 orang dan hanya menyisakan 1 orang selamat. Pesawat yang bermodel 707 tersebut, jatuh di bandara Fath, dekat Karaj di bagian tengah Provinsi Alborz. Berdasarkan situs web militer Iran, pesawat tersebut keluar dari landasan selama pendaratan dan terbakar usai menabrak dinding di ujung akhir landasan. Juru bicara penerbangan sipil Iran mengatakan kepada stasiun TV setempat, pesawat tersebut merupakan milik Kirgistan. Namun, juru bicara bandara Manas di Kirgistan menyebut pesawat itu milik Payam Air, maskapai penerbangan kargo yang berbasis di Tehran.
valid;"pesawat Boeing 737 kepunyaan maskapai Ethiopian Airlines yang jatuh saat perjalanan dari Addis ke Nairobi, Kenya, pada Minggu 10 maret 2019 pagi. Laporan dari Bloomberg, menyebutkan, pesawat jatuh di sekitar wilayah Bishoftu atau Debre Zeit, sekitar 50 km sebelah selatan ibu kota Etiopia, Addis Ababa. Pesawat tersebut jatuh sekitar pukul 08.44 WIB waktu setempat, tidak lama setelah lepas landas pada pukul 08.38. Adapun jumlah penumpang yang tercatat dalam daftar manifest adalah sebanyak 149 orang dan 8 kru pesawat. Informasi terkini, semua penumpang dan 8 kru pesawat tewas akibat kecelakaan tersebut.
"
valid;"pesawat Douglas DC-3 jatuh di Kolombia, ketika menempuh perjalanan antara kota San Jose del Guaviare dan Villavicencio. Kejadian itu terjadi pada Sabtu 9 maret 2019 dan menewaskan 12 orang termasuk, seorang wali kota dan keluarganya. Adapun penyebab kecelakaan pesawat tersebut adalah karena kegagalan mesin. Di antara para korban tewas terdapat Wali Kota Taraira, Doris Villegas, beserta suami dan putrinya. Seorang pejabat di dinas pemadam kebakaran menyebut bahwa seluruh korban meninggal karena dilalap api. Pesawat Douglas DC-3 sendiri ialah pesawat baling-baling bermesin ganda buatan AS yang pertama kali diproduksi pada 1930-an.


"
valid;"Awan hitam kembali menyelimuti insan sepakbola dunia. Sebuah pesawat yang membawa tim sepakbola jatuh. 75 orang meninggal dunia, dan lima selamat. Insiden memilukan yang merenggut nyawa puluhan pesepakbola dalam satu klub kembali terjadi. Kali ini, pesawat carteran yang mengangkut para pemain tim sepakbola Brasil, Chapecoense Real, jatuh di pegunungan dekat Medelin, Kolombia, Selasa 29 november 2016. Tim Chapecoense terbang ke Kolombia untuk menjalani partai Final Copa Sudamerica melawan tim Atletico Nacional. Pertandingan itu akan berlangsung di Medellin, Kolombia, Rabu (30/11) hari ini. Pesawat Lamia BAE 146 tipe RJ85 itu dikabarkan mengangkut 9 awak kapal dengan 72 penumpang dari klub tersebut. Terdapat juga dalam penerbangan tersebut 15 jurnalis yang akan meliput laga. Pesawat yang dimiliki maskapai Lamia itu berangkat dari Bolivia pada Senin (28/11/2016) sore waktu lokal atau Selasa siang Wita dan putus kontak pada pukul 10.00 malam. ""Pesawat tersebut meminta prioritas untuk mendarat di Bandara Rionegro. Setelah izin diberikan, kami kehilangan kontak,"" ujar Alfredo Bocanegra, Direktur Aeirocivil, badan tertinggi pemerintah Kolombia yang mengurusi penerbangan sipil. Laporan yang dirilis The Daily Mail, sebanyak 75 orang meninggal dunia, dan enam orang selamat. Tiga di antara mereka adalah pemain Chapecoense yaitu pemain bertahan Alan Ruschel, kiper Danilo Padilha, dan kiper cadangan Jakson Follman. Hingga kini belum diketahui penyebab jatuhnya pesawat. Ada yang menduga akibat cuaca buruk hingga pesawat kehabisan bahan bakar. Namun di sisi lain juga terungkap fakta para pemain Chapecoense ternyata sempat mengambil foto selfie di dalam pesawat, dan mengunggah di media sosial."
valid;"Presiden Jokowi meresmikan Jalan Tol Akses Tanjung Priok, Sabtu 15 mei 2017. Jokowi mengungkapkan betapa sulitnya membangun jalan tol sepanjang 11,4 kilometer tersebut, bahkan ketika dirinya masih menjabat sebagai Gubernur DKI Jakarta. ""Saya ingat sekali ketika jadi gubernur, pembebasan lahan yang terganjal membuat dua tahun mangkrak. Alhamdulillah setelah turun ke lapangan beberapa kali itu bisa selesai,"" keluh Jokowi. Berikutnya, lanjut Jokowi, ketika permasalahan tersebut rampung, datang lagi masalah lainnya berupa 69 tiang harus dipotong dan diganti karena tidak memenuhi spesifikasi seharusnya.
Akibat permasalahan pembebasan lahan dan penggantian 69 tiang itu, maka proyek Jalan Tol Akses Tanjung Priok ini disebut mangkrak selama lima hingga enam tahun dan baru bisa beroperasi pada tahun ini.
Meski demikian, selesainya pembangunan Jalan Tol Akses Tanjung Priok dengan nilai konstruksi mencapai Rp 4,1 triliun itu diyakini Jokowi bisa menjadi faktor peningkat daya saing Indonesia khususnya dalam hal logistik. ""Nantinya ini akan dilewati kurang lebih 3.600 truk setiap hari. Oleh sebab itu ini akan memiliki daya saing kecepatan pengantaran barang-barang dari dan ke Pelabuhan Tanjung Priok karena ini merupakan main port kita,"" jelas dia.
"
valid;"Setelah lebih dari dua dekade terbengkalai, akhirnya Jalan Tol Mojokerto-Jombang yang merupakan bagian dari Tol Mojokerto-Kertosono (Moker) diresmikan Presiden Joko Widodo ( Jokowi) , Minggu 10 agustus 2017. Ruas tol ini, kata Jokowi, seharusnya sudah mulai dibangun sejak tahun 1996, namun terkendala sulitnya pengadaan lahan dan minimnya dukungan pemerintah. ""Saat ini kita sudah mengetahui cara menyelesaikannya. Bila infrastruktur tidak dibangun secepat mungkin, pasti akan semakin mahal biaya lahan dan konstruksinya. Harga tanah naik terus, sehingga investasi semakin besar. Kita akan sulit untuk bersaing,""
Jalan tol yang diresmikan sepanjang 24,9 kilometer, ini terdiri dari seksi II ruas Jombang-Mojokerto Kota (19,9 kilometer) dan seksi III ruas Mojokerto Barat-Mojokerto Utara (5 kilometer)."
valid;Satgas pemberantasan illegal fishing Gugus tugas yang dirintis sejak Desember 2014 lalu ini lambat laun mendapat dukungan dari semua elemen pemerintah karena konsistensi Susi dan tim satgas. Satgas pemberantasan illegal fishing telah diperkuat dengan penambahan tiga instansi mulai Januari 2015. Namun, agar kinerjanya memiliki dasar hukum yang makin kuat, pada 21 Oktober 2015 yang lalu, Peraturan Presiden (Perpres) Nomor 115 Tahun 2015 tentang Satuan Tugas Pemberantasan Illegal Fishing diundangkan.
valid;"Jakarta, CNN Indonesia -- Rodrigo Duterte dilantik sebagai presiden ke-16 Filipina pada Kamis (30/6). Hanya beberapa menit kemudian, dalam pidatonya, Duterte menyatakan akan mengobarkan perjuangan ""tanpa henti"" dan ""berkelanjutan"" untuk melawan pelaku tindak kriminal.
Dalam pidato penerimaan sumpah jabatan di istana kepresidenan di Malacanang, ibu kota Manila, Duterte juga memperingatkan para pejabat bahwa ia tidak akan mentolerir korupsi. Berbagai janji ini merupakan upayanya untuk mengembalikan kepercayaan masyarakat kepada pemerintah.
Dilaporkan Reuters, Duterte memaparkan bahwa saat ini telah terjadi erosi kepercayaan terhadap para pemimpin negara dan warga Filipina sangat menginginkan perubahan terjadi di pemerintahan. Menteri Komunikasi Filipina Martin Andanar sebelumnya mengungkapkan bahwa inaugurasi Presiden Duterte tidak akan berlangsung mewah seperti presiden sebelumnya. Dalam acara itu, hanya terdapat sejumlah hidangan sederhana yang menampilkan warisan kuliner Filipina, termasuk lumpia, keju putih yang terbuat dari susu kerbau khas Filipina dan tartlets durian. Untuk minumanan, para tamu dapat memilih berbagai pilihan, seperti minuman dingin yang terbuat dari campuran nanas dan mangga serta jus jeruk lokal yang disebut dalandan. ""Ini akan benar-benar berbeda. Tidak akan ada botol champagne bermunculan dan keju,"" ujar Andanar. Andanar menyebut bahwa sang presiden akan mengenakan pakaian tradisional Davao yang terbuat dari serat nanas. ""Pakaian merupakan hal yang tak begitu dipikirkan oleh Presiden, namun dia akan mengenakan barong [pakaian formal Filipina]. Dia akan langsung bekerja setelah inaugurasi,"" ujarnya. Pembawaan Duterte, 71, memang tidak seperti presiden konvensional lainnya. Andanar menyatakan bahwa alih-alih menumpangi mobil limusin presiden ataupun Mercedes antipeluru, Duterte menyatakan ia ingin menumpangi sebuah truk pikap. Para pengawal Duterte menyatakan belum jelas apakah sang presiden yang memiliki pembawaan ceplas-ceplos ini benar-benar memenuhi janjinya soal tidak menghuni istana kepresidenan yang mewah di ibu kota dan memilih pulang-pergi dari kampung halamannya, Davao City, setiap hari. Manila dan Davao terbentang jarak yang cukup jauh, sekitar dua jam penerbangan reguler. Pembawaan Duterte yang merakyat diperkirakan menjadi salah satu faktor yang membuatnya terpilih dalam pemilu presiden Filipina Mei lalu, selain sikap kerasnya terhadap para penjahat dan pengedar narkoba. Duterte menyerukan pembunuhan para kriminal di luar jalur hukum untuk menekan angka kriminalitas di negara itu. Selain menekan tindak kriminal, para pemilih Duterte berharap ia akan dapat memperbaiki kualitas infrastruktur negara, menciptakan lapangan kerja dan mengentaskan kemiskinan yang membekap lebih dari seperempat dari 100 juta penduduk Filipina. Meski berjanji untuk mempersempit kesenjangan ekonomi, Duterte juga menyatakan dia akan melanjutkan kebijakan ekonomi pendahulunya, Presiden Benigno Aquino, yang berfokus pada infrastruktur dan efisiensi fiskal, untuk mendorong pertumbuhan mencapai 7-8 persen."
valid;"""Klarifikasi TNI-Polri Terhadap Tudingan Melakukan Penyanderaan Rombongan Tim Evakuasi Kemanusiaan dan Pemda Nduga"""
valid;"Tentara Pembebasan Nasional Papua Barat (TPNPB)/Organisasi Papua Merdeka (OPM) menuding pihak TNI dan Polri melakukan penyanderaan kepada Tim Evakuasi Kemanusiaan dari Pemerintah Daerah Nduga. Tudingan itu disampaikan oleh Sebby Sambon, Juru Bicara TPNPB/OPM.

 

Menanggapi hal tersebut, pihak TNI dan Polri membantah tudingan tersebut. Kepala Biro Penerangan Masyarakat Divisi Humas Polri Brigadir Jenderal Dedi Prasetyo membantah tudingan dari Sebby. Ia mengatakan, keberadaan Polri-TNI adalah untuk melindungi masyarakat di Nduga dari ancaman kelompok bersenjata. Ini dilakukan setelah adanya pembantaian pekerja pembangunan infrastruktur oleh kelompok bersenjata pada Desember 2018."
valid;"""Kenakan Peci Hitam, Ahmad Dhani Resmi Bebas dari Penjara"""
valid;Musikus Ahmad Dhani resmi bebas dari Rumah Tahanan Cipinang, Jakarta Timur Senin (30/12). Pantauan CNNIndonesia.com, Dhani keluar sekitar pukul 09.35 WIB.  urut mendampingi Dhani, ketiga anaknya Al, El dan Dul yang sudah tiba di Rutan Cipinang sekitar pukul 09.36 WIB. Keluarnya Dhani molor dari agenda sebelumnya. Tim penjemput Dhani sebelumnya mengetahui kabar bahwa Dhani akan keluar rutan pada pukul 08.30 WIB. Usai bebas, Dhani yang mengenakan peci hitam langsung bergerak menuju kediamannya di Pondok Indah, Jakarta Selatan. Seperti informasi yang diterima para pewarta, tak ada sesi jumpa pers di Rutan Cipinang sesaat setelah Dhani bebas. Seperti diketahui, Dhani divonis 1,5 tahun penjara oleh majelis hakim Pengadilan Negeri Jakarta Selatan pada Senin, 28 Januari 2019. Dhani divonis terkait ujaran kebencian lewat cuitan di akun Twitter @AHMADDHANIPRAST. Melalui akun Twitter-nya, Dhani menyatakan, 'Siapa saja yang dukung penista agama adalah bajingan yang perlu diludahi mukanya -ADP Vonis tersebut lebih ringan dari tuntutan jaksa yakni dua tahun penjara. Dhani mengajukan banding dan berhasil mengurangi hukumannya menjadi 1 tahun penjara. Kemudian Dhani mengajukan kasasi, namun MA menolaknya. Selain itu, pentolan grup band Dewa 19 itu juga divonis bersalah dalam kasus ujaran 'idiot' yang dilontarkannya kepada massa pedemo lewat video di media sosial. Hakim Pengadilan Negeri Surabaya yang menjatuhkan hukuman 1 tahun penjara kepadanya. Pengadilan Tinggi (PT) Jawa Timur kemudian mengkortingnya menjadi 3 bulan penjara dan 6 bulan masa percobaan.
valid;Klasemen Liga 1 2019: Bali United Juara, Persebaya Runner Up
valid;"Liga 1 2019 rampung digelar pada Minggu (22/12). Bali United sudah memastikan gelar juara dan Persebaya Surabaya menyegel status runner up pada klasemen Liga 1 2019. Bali United yang sudah mengunci gelar juara Liga 1 2019 sejak pekan ke-30, dipaksa menyerah 0-2 oleh Madura United pada pekan terakhir di Stadion I Wayan Dipta. Hasil ini membuat Serdadu Tridatu mengoleksi 64 poin atau unggul 10 dari Persebaya yang finis di posisi kedua. Tim berjuluk Bajul Ijo menyegel runner up setelah meraih kemenangan 2-1 atas Perseru Badak Lampung di Stadion Gelora Bung Tomo, Surabaya, Sabtu (21/12). Status runner up jadi milik Persebaya setelah rival terdekatnya, Persipura Jayapura, ditahan imbang Pusamania Borneo FC dengan skor 2-2 di Stadion Sultan Agung, Bantul, Minggu (22/12). Persipura sebenarnya bisa menyodok ke posisi runner up jika mampu meraih kemenangan. Namun, tim Mutiara Hitam yang berstatus tuan rumah justru ditahan imbang Borneo FC 2-2. Status runner up jadi milik Persebaya setelah rival terdekatnya, Persipura Jayapura, ditahan imbang Pusamania Borneo FC dengan skor 2-2 di Stadion Sultan Agung, Bantul, Minggu (22/12). Persipura sebenarnya bisa menyodok ke posisi runner up jika mampu meraih kemenangan. Namun, tim Mutiara Hitam yang berstatus tuan rumah justru ditahan imbang Borneo FC 2-2. Sementara tiga tim terbawah dihuni Badak Lampung, Semen Padang, dan Kalteng Putra. Ketiga tim ini harus terdegradasi ke Liga 2, sementara tiga tim promosi menjadi milik Persik Kediri, Persita Tangerang, dan Persiraja Banda Aceh.
"
valid;"""Basuki Tjahaja Purnama (Ahok) akan bebas pada Kamis, 24 Januari. Ahok akan keluar dari Rutan Mako Brimob setelah menjalani masa pidana penjara selama 1 tahun 8 bulan 15 hari. ""Jatuh tempo berakhirnya masa pidana yang bersangkutan adalah tanggal 24 Januari 2019 atau Kamis yang akan datang. Insyaallah akan dibebaskan di lokasi Mako Brimob Kelapa Dua,"" ujar Kalapas Cipinang Andika Dwi Prasetya kepada wartawan, Selasa (22/1/2019). Ahok mulai menjalani hukuman penjara pada 9 Mei 2017 setelah putusan dibacakan majelis hakim Pengadilan Negeri Jakarta Utara. Ahok divonis 2 tahun penjara karena terbukti bersalah melakukan penodaan agama atas pernyataan soal Surat Al-Maidah 51 saat berkunjung ke Pulau Pramuka, Kepulauan Seribu. Selama menjalani pemidanaan, Basuki mendapatkan remisi atau pengurangan masa hukuman total 3 bulan 15 hari. ""Dengan perincian remisi khusus Natal 2017 (sebanyak) 15 hari. Remisi umum 17 Agustus 2018 sebanyak 2 bulan dan remisi khusus Natal 2018 (sebanyak) 1 bulan. Dengan pengurangan remisi tersebut, total Saudara BTP menjalani masa pemidanaan selama 1 tahun 8 bulan 15 hari,"" papar Andika. Ahok, disebut Andika, tidak pernah mengambil kesempatan yang menjadi hak narapidana. Di antaranya hak cuti mengunjungi keluarga, pembebasan bersyarat, juga cuti menjelang bebas. ""Artinya, yang bersangkutan bebas murni,"" sambung Andika. Sebelumnya, Menkum HAM Yasonna H Laoly menyebut Ahok bebas pada Kamis, 24 Januari, dari Mako Brimob pada saat jam kerja. ""Prosedur administrasinya diselesaikan di Cipinang, nanti pembebasannya di Mako. Itu jam kerja,"" kata Yasonna kepada wartawan di kantornya, Jl HR Rasuna Said, Jaksel, Selasa (22/1). Yasonna menyebut bebasnya napi merupakan hal biasa. Ahok sendiri memilih bebas setelah mendapat potongan resmi masa hukuman pidana alias tak mengambil bebas bersyarat. ""Saya mau janganlah dibesar-besarkan. Biasa saja orang keluar dari lapas, kok. Napi yang sudah melewatinya tidak mau menggunakan hak PB-nya. Dia mau betul-betul ini karena beberapa mungkin pertimbangan pribadi,"" tuturnya."""
valid;"Jakarta - Gubernur DKI Jakarta Basuki Tjahaja Purnama (Ahok) dihukum 2 tahun penjara. Ahok dinyatakan terbukti bersalah melakukan penodaan agama karena pernyataan soal Surat Al-Maidah 51 saat berkunjung ke Pulau Pramuka, Kepulauan Seribu. ""Menyatakan terdakwa Basuki Tjahaja Purnama (Ahok) terbukti secara sah dan meyakinkan bersalah melakukan tindak pidana melakukan penodaan agama,"" kata hakim ketua Dwiarso Budi Santiarto membacakan amar putusan dalam sidang Ahok di auditorium Kementan, Jl RM Harsono, Ragunan, Jakarta Selatan, Selasa (9/5/2017). Majelis hakim menyebut penodaan agama dengan penyebutan Surat Al-Maidah dalam sambutan Ahok saat bertemu dengan warga di Tempat Pelelangan Ikan (TPI) Pulau Pramuka, Kepulauan Seribu. Kalimat Ahok yang dinyatakan menodai agama adalah ""Jadi jangan percaya sama orang, kan bisa saja dalam hati kecil Bapak-Ibu nggak bisa pilih saya ya kan? dibohongi pakai Surat Al-Maidah 51, macam-macam itu. Itu hak Bapak-Ibu ya. Jadi kalau Bapak-Ibu perasaan enggak bisa kepilih nih, karena saya takut masuk neraka karena dibodohin gitu ya, nggak apa-apa."" ""Dari ucapan tersebut, terdakwa telah menganggap Surat Al-Maidah adalah alat untuk membohongi umat atau masyarakat atau Surat Al-Maidah 51 sebagai sumber kebohongan dan dengan adanya anggapan demikian, maka menurut pengadilan, terdakwa telah merendahkan dan menghina Surat Al-Maidah ayat 51,"" papar hakim dalam pertimbangan hukum. Ahok dalam kunjungan pada 27 September 2016 didampingi sejumlah anggota DPRD DKI Jakarta, Bupati Kepulauan Seribu, Kepala Dinas Kelautan Perikanan dan Ketahanan Pangan, serta para nelayan, tokoh masyarakat, dan tokoh agama. Majelis hakim menyebut Ahok sengaja memasukkan kalimat terkait dengan pemilihan gubernur. Ahok dalam pernyataannya di hadapan warga menyinggung program budidaya ikan kerapu yang tetap berjalan meskipun ia tidak terpilih dalam pilkada. ""Dari ucapannya tersebut terdakwa jelas menyebut Surat Al-Maidah yang dikaitkan dengan kata 'dibohongi'. Hal ini mengandung makna yang negatif. Bahwa terdakwa telah menilai dan mempunyai anggapan bahwa orang yang menyampaikan Surat Al-Maidah ayat 51 kepada umat atau masyarakat terkait pemilihan adalah bohong dan membohongi umat atau masyarakat, sehingga terdakwa sampai berpesan kepada masyarakat di Kepulauan Seribu dengan mengatakan jangan percaya sama orang, dan yang dimaksud yang adalah jelas orang yang menyampaikan Al-Maidah ayat 51,"" sambung hakim dalam putusannya. Ahok dinyatakan majelis hakim terbukti melakukan tindak pidana dalam Pasal 156a KUHP, yakni secara sengaja di muka umum mengeluarkan perasaan atau melakukan perbuatan permusuhan, penyalahgunaan, atau penodaan terhadap suatu agama."
